gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	screen_rank
FAM204A	20	0	0	20	0	0.0	0.0	0.0	2849
TBX3	20	0	0	20	0	0.0	0.0	0.0	2850
HOOK2	20	0	0	20	0	0.0	0.0	0.0	2851
L3MBTL4	20	0	0	20	0	0.0	0.0	0.0	2852
LPCAT4	18	0	0	18	0	0.0	0.0	0.0	2853
GDAP1	20	0	0	20	0	0.0	0.0	0.0	2854
EML4	20	0	0	20	0	0.0	0.0	0.0	2855
BSCL2	20	0	0	20	0	0.0	0.0	0.0	2856
VPS13B	20	0	0	20	0	0.0	0.0	0.0	2857
FREM3	16	0	0	16	0	0.0	0.0	0.0	2858
REST	20	0	0	20	0	0.0	0.0	0.0	2859
CCDC68	20	0	0	20	0	0.0	0.0	0.0	2860
TTC7B	20	0	0	20	0	0.0	0.0	0.0	2861
ITCH	20	0	0	20	0	0.0	0.0	0.0	2862
NPEPPS	20	0	0	20	0	0.0	0.0	0.0	2863
SYT7	20	0	0	20	0	0.0	0.0	0.0	2864
RNF130	20	0	0	20	0	0.0	0.0	0.0	2865
NLK	20	0	0	20	0	0.0	0.0	0.0	2866
SLC10A7	20	0	0	20	0	0.0	0.0	0.0	2867
IKZF1	20	0	0	20	0	0.0	0.0	0.0	2868
TBC1D19	20	0	0	20	0	0.0	0.0	0.0	2869
SCAF11	15	0	0	15	0	0.0	0.0	0.0	2870
ADNP	20	0	0	20	0	0.0	0.0	0.0	2871
COL16A1	20	0	0	20	0	0.0	0.0	0.0	2872
NSMCE2	20	0	0	20	0	0.0	0.0	0.0	2873
RNF157	20	0	0	20	0	0.0	0.0	0.0	2874
TSBP1	20	0	0	20	0	0.0	0.0	0.0	2875
LRP10	20	0	0	20	0	0.0	0.0	0.0	2876
VGLL3	20	0	0	20	0	0.0	0.0	0.0	2877
FBXO22	19	0	0	19	0	0.0	0.0	0.0	2878
SATB1	20	0	0	20	0	0.0	0.0	0.0	2879
ARMC8	20	0	0	20	0	0.0	0.0	0.0	2880
WDR44	20	0	0	20	0	0.0	0.0	0.0	2881
OGDHL	20	0	0	20	0	0.0	0.0	0.0	2882
ZMYM2	20	0	0	20	0	0.0	0.0	0.0	2883
NEIL1	20	0	0	20	0	0.0	0.0	0.0	2884
SLC22A23	20	0	0	20	0	0.0	0.0	0.0	2885
SLC25A37	20	0	0	20	0	0.0	0.0	0.0	2886
TTC9	20	0	0	20	0	0.0	0.0	0.0	2887
CPNE2	20	0	0	20	0	0.0	0.0	0.0	2888
RPS6KA5	20	0	0	20	0	0.0	0.0	0.0	2889
SIK2	20	0	0	20	0	0.0	0.0	0.0	2890
ERBB3	20	0	0	20	0	0.0	0.0	0.0	2891
SLC22A17	20	0	0	20	0	0.0	0.0	0.0	2892
HELLS	17	0	0	17	0	0.0	0.0	0.0	2893
VEGFC	20	0	0	20	0	0.0	0.0	0.0	2894
WWOX	20	0	0	20	0	0.0	0.0	0.0	2895
KCNB1	20	0	0	20	0	0.0	0.0	0.0	2896
CSF2RA	9	0	0	9	0	0.0	0.0	0.0	2897
RALA	20	0	0	20	0	0.0	0.0	0.0	2898
INTS6L	11	0	0	11	0	0.0	0.0	0.0	2899
CCDC146	20	0	0	20	0	0.0	0.0	0.0	2900
BACH2	20	0	0	20	0	0.0	0.0	0.0	2901
NBPF15	9	0	0	9	0	0.0	0.0	0.0	2902
PBK	20	0	0	20	0	0.0	0.0	0.0	2903
POLK	20	0	0	20	0	0.0	0.0	0.0	2904
KIF16B	20	0	0	20	0	0.0	0.0	0.0	2905
DDX3X	20	0	0	20	0	0.0	0.0	0.0	2906
PPM1B	20	0	0	20	0	0.0	0.0	0.0	2907
CA2	20	0	0	20	0	0.0	0.0	0.0	2908
RAD50	20	0	0	20	0	0.0	0.0	0.0	2909
ELOVL6	20	0	0	20	0	0.0	0.0	0.0	2910
PACSIN1	20	0	0	20	0	0.0	0.0	0.0	2911
BLM	20	0	0	20	0	0.0	0.0	0.0	2912
PARP9	20	0	0	20	0	0.0	0.0	0.0	2913
MAP3K13	20	0	0	20	0	0.0	0.0	0.0	2914
SLCO1A2	13	0	0	13	0	0.0	0.0	0.0	2915
TTK	20	0	0	20	0	0.0	0.0	0.0	2916
RHOBTB3	20	0	0	20	0	0.0	0.0	0.0	2917
NEUROD1	20	0	0	20	0	0.0	0.0	0.0	2918
HDAC2	20	0	0	20	0	0.0	0.0	0.0	2919
SMARCA2	20	0	0	20	0	0.0	0.0	0.0	2920
IBTK	20	0	0	20	0	0.0	0.0	0.0	2921
SULT4A1	20	0	0	20	0	0.0	0.0	0.0	2922
TUBB2B	20	0	0	20	0	0.0	0.0	0.0	2923
SOX4	20	0	0	20	0	0.0	0.0	0.0	2924
EXOC2	20	0	0	20	0	0.0	0.0	0.0	2925
ITPRID2	20	0	0	20	0	0.0	0.0	0.0	2926
ABCA9	15	0	0	15	0	0.0	0.0	0.0	2927
SRGAP1	20	0	0	20	0	0.0	0.0	0.0	2928
PPARGC1B	20	0	0	20	0	0.0	0.0	0.0	2929
UPP1	20	0	0	20	0	0.0	0.0	0.0	2930
CASR	17	0	0	17	0	0.0	0.0	0.0	2931
CHST11	20	0	0	20	0	0.0	0.0	0.0	2932
ZNF644	20	0	0	20	0	0.0	0.0	0.0	2933
APMAP	20	0	0	20	0	0.0	0.0	0.0	2934
NRIP1	20	0	0	20	0	0.0	0.0	0.0	2935
ARL5A	20	0	0	20	0	0.0	0.0	0.0	2936
PPP3CC	20	0	0	20	0	0.0	0.0	0.0	2937
CENPP	20	0	0	20	0	0.0	0.0	0.0	2938
POU2F1	20	0	0	20	0	0.0	0.0	0.0	2939
TM4SF1	19	0	0	19	0	0.0	0.0	0.0	2940
ESRRB	20	0	0	20	0	0.0	0.0	0.0	2941
ANKRD26	20	0	0	20	0	0.0	0.0	0.0	2942
AKAP11	20	0	0	20	0	0.0	0.0	0.0	2943
SALL2	17	0	0	17	0	0.0	0.0	0.0	2944
ENTPD2	20	0	0	20	0	0.0	0.0	0.0	2945
TMEM260	20	0	0	20	0	0.0	0.0	0.0	2946
KRT222	20	0	0	20	0	0.0	0.0	0.0	2947
DLEU7	20	0	0	20	0	0.0	0.0	0.0	2948
DENND5A	20	0	0	20	0	0.0	0.0	0.0	2949
TMEM59L	20	0	0	20	0	0.0	0.0	0.0	2950
SLC38A9	20	0	0	20	0	0.0	0.0	0.0	2951
NUCB2	20	0	0	20	0	0.0	0.0	0.0	2952
MAP4K5	20	0	0	20	0	0.0	0.0	0.0	2953
UBXN2B	20	0	0	20	0	0.0	0.0	0.0	2954
EIF4E3	20	0	0	20	0	0.0	0.0	0.0	2955
PLXNA1	20	0	0	20	0	0.0	0.0	0.0	2956
SYNGR3	20	0	0	20	0	0.0	0.0	0.0	2957
NFXL1	20	0	0	20	0	0.0	0.0	0.0	2958
TUNAR	20	0	0	20	0	0.0	0.0	0.0	2959
MBOAT1	20	0	0	20	0	0.0	0.0	0.0	2960
ATF7	20	0	0	20	0	0.0	0.0	0.0	2961
RSU1	20	0	0	20	0	0.0	0.0	0.0	2962
CFAP77	20	0	0	20	0	0.0	0.0	0.0	2963
ACER3	20	0	0	20	0	0.0	0.0	0.0	2964
CLCN4	20	0	0	20	0	0.0	0.0	0.0	2965
CELF1	20	0	0	20	0	0.0	0.0	0.0	2966
CPNE3	20	0	0	20	0	0.0	0.0	0.0	2967
SYTL5	12	0	0	12	0	0.0	0.0	0.0	2968
BTBD8	17	0	0	17	0	0.0	0.0	0.0	2969
MNX1	20	0	0	20	0	0.0	0.0	0.0	2970
TSPAN6	13	0	0	13	0	0.0	0.0	0.0	2971
RGS3	20	0	0	20	0	0.0	0.0	0.0	2972
SGCG	20	0	0	20	0	0.0	0.0	0.0	2973
CFAP46	20	0	0	20	0	0.0	0.0	0.0	2974
MAP2K5	20	0	0	20	0	0.0	0.0	0.0	2975
DOCK4	20	0	0	20	0	0.0	0.0	0.0	2976
PDE4A	20	0	0	20	0	0.0	0.0	0.0	2977
PTDSS1	20	0	0	20	0	0.0	0.0	0.0	2978
HERC3	20	0	0	20	0	0.0	0.0	0.0	2979
MAPKAP1	20	0	0	20	0	0.0	0.0	0.0	2980
PEX3	20	0	0	20	0	0.0	0.0	0.0	2981
TUBA1B	20	0	0	20	0	0.0	0.0	0.0	2982
ITM2A	2	0	0	2	0	0.0	0.0	0.0	2983
CLIP1	20	0	0	20	0	0.0	0.0	0.0	2984
ZHX3	20	0	0	20	0	0.0	0.0	0.0	2985
RUFY2	20	0	0	20	0	0.0	0.0	0.0	2986
DENND5B	20	0	0	20	0	0.0	0.0	0.0	2987
ICE1	20	0	0	20	0	0.0	0.0	0.0	2988
NQO2	20	0	0	20	0	0.0	0.0	0.0	2989
NDUFS4	19	0	0	19	0	0.0	0.0	0.0	2990
TRMT9B	20	0	0	20	0	0.0	0.0	0.0	2991
SPPL3	20	0	0	20	0	0.0	0.0	0.0	2992
PIAS2	20	0	0	20	0	0.0	0.0	0.0	2993
GSDME	20	0	0	20	0	0.0	0.0	0.0	2994
SEPTIN7	20	0	0	20	0	0.0	0.0	0.0	2995
GPR135	20	0	0	20	0	0.0	0.0	0.0	2996
FNBP1	20	0	0	20	0	0.0	0.0	0.0	2997
ADAM28	20	0	0	20	0	0.0	0.0	0.0	2998
ASXL1	20	0	0	20	0	0.0	0.0	0.0	2999
COLEC12	20	0	0	20	0	0.0	0.0	0.0	3000
NPTX1	20	0	0	20	0	0.0	0.0	0.0	3001
LCOR	20	0	0	20	0	0.0	0.0	0.0	3002
RPRD1A	20	0	0	20	0	0.0	0.0	0.0	3003
MYH14	20	0	0	20	0	0.0	0.0	0.0	3004
GPR180	20	0	0	20	0	0.0	0.0	0.0	3005
FAM120C	10	0	0	10	0	0.0	0.0	0.0	3006
KIF23	20	0	0	20	0	0.0	0.0	0.0	3007
FA2H	20	0	0	20	0	0.0	0.0	0.0	3008
SYT11	20	0	0	20	0	0.0	0.0	0.0	3009
E2F3	20	0	0	20	0	0.0	0.0	0.0	3010
SIL1	20	0	0	20	0	0.0	0.0	0.0	3011
TTC21B	20	0	0	20	0	0.0	0.0	0.0	3012
PBXIP1	20	0	0	20	0	0.0	0.0	0.0	3013
TDRP	20	0	0	20	0	0.0	0.0	0.0	3014
HPRT1	15	0	0	15	0	0.0	0.0	0.0	3015
COA1	20	0	0	20	0	0.0	0.0	0.0	3016
HRH1	20	0	0	20	0	0.0	0.0	0.0	3017
DMGDH	20	0	0	20	0	0.0	0.0	0.0	3018
TBC1D12	20	0	0	20	0	0.0	0.0	0.0	3019
DZIP1	20	0	0	20	0	0.0	0.0	0.0	3020
LUC7L	20	0	0	20	0	0.0	0.0	0.0	3021
HNRNPA2B1	20	0	0	20	0	0.0	0.0	0.0	3022
GPRASP1	14	0	0	14	0	0.0	0.0	0.0	3023
CSPG5	20	0	0	20	0	0.0	0.0	0.0	3024
HTR2A	20	0	0	20	0	0.0	0.0	0.0	3025
PNISR	20	0	0	20	0	0.0	0.0	0.0	3026
CEACAM21	20	0	0	20	0	0.0	0.0	0.0	3027
LIPA	20	0	0	20	0	0.0	0.0	0.0	3028
HSD17B11	20	0	0	20	0	0.0	0.0	0.0	3029
NR2C1	20	0	0	20	0	0.0	0.0	0.0	3030
CYP20A1	20	0	0	20	0	0.0	0.0	0.0	3031
CHD3	20	0	0	20	0	0.0	0.0	0.0	3032
SHPRH	20	0	0	20	0	0.0	0.0	0.0	3033
TPX2	20	0	0	20	0	0.0	0.0	0.0	3034
MSH3	20	0	0	20	0	0.0	0.0	0.0	3035
RCOR3	20	0	0	20	0	0.0	0.0	0.0	3036
OCIAD2	20	0	0	20	0	0.0	0.0	0.0	3037
CEP112	20	0	0	20	0	0.0	0.0	0.0	3038
CUX1	20	0	0	20	0	0.0	0.0	0.0	3039
NMD3	20	0	0	20	0	0.0	0.0	0.0	3040
MBNL1	20	0	0	20	0	0.0	0.0	0.0	3041
CAV1	20	0	0	20	0	0.0	0.0	0.0	3042
SOX10	20	0	0	20	0	0.0	0.0	0.0	3043
KANSL1	20	0	0	20	0	0.0	0.0	0.0	3044
PALD1	20	0	0	20	0	0.0	0.0	0.0	3045
BEND7	20	0	0	20	0	0.0	0.0	0.0	3046
ANXA6	20	0	0	20	0	0.0	0.0	0.0	3047
ZCCHC7	20	0	0	20	0	0.0	0.0	0.0	3048
RCN2	20	0	0	20	0	0.0	0.0	0.0	3049
CLEC2D	14	0	0	14	0	0.0	0.0	0.0	3050
AASDHPPT	20	0	0	20	0	0.0	0.0	0.0	3051
HES6	20	0	0	20	0	0.0	0.0	0.0	3052
KIAA2012	20	0	0	20	0	0.0	0.0	0.0	3053
GPR12	20	0	0	20	0	0.0	0.0	0.0	3054
MYT1	20	0	0	20	0	0.0	0.0	0.0	3055
CTBP2	20	0	0	20	0	0.0	0.0	0.0	3056
MSMO1	20	0	0	20	0	0.0	0.0	0.0	3057
ITFG1	20	0	0	20	0	0.0	0.0	0.0	3058
PCMT1	20	0	0	20	0	0.0	0.0	0.0	3059
KNTC1	20	0	0	20	0	0.0	0.0	0.0	3060
GFPT1	20	0	0	20	0	0.0	0.0	0.0	3061
DDX10	20	0	0	20	0	0.0	0.0	0.0	3062
MEGF11	20	0	0	20	0	0.0	0.0	0.0	3063
ARHGAP22	20	0	0	20	0	0.0	0.0	0.0	3064
ACSF2	20	0	0	20	0	0.0	0.0	0.0	3065
HERC2	20	0	0	20	0	0.0	0.0	0.0	3066
MSI1	20	0	0	20	0	0.0	0.0	0.0	3067
SULF1	20	0	0	20	0	0.0	0.0	0.0	3068
DGKZ	20	0	0	20	0	0.0	0.0	0.0	3069
NPHP1	11	0	0	11	0	0.0	0.0	0.0	3070
TUBB6	20	0	0	20	0	0.0	0.0	0.0	3071
ABCA3	20	0	0	20	0	0.0	0.0	0.0	3072
ASH1L	20	0	0	20	0	0.0	0.0	0.0	3073
SCAMP1	20	0	0	20	0	0.0	0.0	0.0	3074
MFSD4B	20	0	0	20	0	0.0	0.0	0.0	3075
CLYBL	20	0	0	20	0	0.0	0.0	0.0	3076
MB21D2	20	0	0	20	0	0.0	0.0	0.0	3077
NECTIN1	20	0	0	20	0	0.0	0.0	0.0	3078
PITPNM2	20	0	0	20	0	0.0	0.0	0.0	3079
LITAF	20	0	0	20	0	0.0	0.0	0.0	3080
GRK5	20	0	0	20	0	0.0	0.0	0.0	3081
UIMC1	20	0	0	20	0	0.0	0.0	0.0	3082
CMTM3	20	0	0	20	0	0.0	0.0	0.0	3083
PTTG1IP	20	0	0	20	0	0.0	0.0	0.0	3084
SCARA3	20	0	0	20	0	0.0	0.0	0.0	3085
DISP2	20	0	0	20	0	0.0	0.0	0.0	3086
ZNF721	20	0	0	20	0	0.0	0.0	0.0	3087
RCAN1	20	0	0	20	0	0.0	0.0	0.0	3088
SRPK2	20	0	0	20	0	0.0	0.0	0.0	3089
PNMA2	20	0	0	20	0	0.0	0.0	0.0	3090
TMEM64	20	0	0	20	0	0.0	0.0	0.0	3091
MCM3	20	0	0	20	0	0.0	0.0	0.0	3092
ZNF827	20	0	0	20	0	0.0	0.0	0.0	3093
TMEM50B	20	0	0	20	0	0.0	0.0	0.0	3094
ZNF382	15	0	0	15	0	0.0	0.0	0.0	3095
HAPLN3	20	0	0	20	0	0.0	0.0	0.0	3096
GXYLT1	20	0	0	20	0	0.0	0.0	0.0	3097
MKX	20	0	0	20	0	0.0	0.0	0.0	3098
EEA1	20	0	0	20	0	0.0	0.0	0.0	3099
TOP2B	20	0	0	20	0	0.0	0.0	0.0	3100
CNTLN	20	0	0	20	0	0.0	0.0	0.0	3101
TANK	20	0	0	20	0	0.0	0.0	0.0	3102
ISOC1	18	0	0	18	0	0.0	0.0	0.0	3103
SLC39A10	20	0	0	20	0	0.0	0.0	0.0	3104
SLC25A29	20	0	0	20	0	0.0	0.0	0.0	3105
LBX1	20	0	0	20	0	0.0	0.0	0.0	3106
CDK5R1	20	0	0	20	0	0.0	0.0	0.0	3107
TICRR	20	0	0	20	0	0.0	0.0	0.0	3108
PTPN12	20	0	0	20	0	0.0	0.0	0.0	3109
RPS6KA3	20	0	0	20	0	0.0	0.0	0.0	3110
TRIM37	20	0	0	20	0	0.0	0.0	0.0	3111
LY86	20	0	0	20	0	0.0	0.0	0.0	3112
ACAN	20	0	0	20	0	0.0	0.0	0.0	3113
SLCO4C1	9	0	0	9	0	0.0	0.0	0.0	3114
MAP9	20	0	0	20	0	0.0	0.0	0.0	3115
RNPC3	7	0	0	7	0	0.0	0.0	0.0	3116
ANKDD1A	20	0	0	20	0	0.0	0.0	0.0	3117
KIFC1	20	0	0	20	0	0.0	0.0	0.0	3118
YWHAZ	20	0	0	20	0	0.0	0.0	0.0	3119
GIGYF2	20	0	0	20	0	0.0	0.0	0.0	3120
MOK	20	0	0	20	0	0.0	0.0	0.0	3121
RPS6KL1	20	0	0	20	0	0.0	0.0	0.0	3122
CCDC186	20	0	0	20	0	0.0	0.0	0.0	3123
ZNF331	20	0	0	20	0	0.0	0.0	0.0	3124
STAG2	20	0	0	20	0	0.0	0.0	0.0	3125
OSBPL9	20	0	0	20	0	0.0	0.0	0.0	3126
TIMP2	20	0	0	20	0	0.0	0.0	0.0	3127
SEMA6D	20	0	0	20	0	0.0	0.0	0.0	3128
SPRY4	20	0	0	20	0	0.0	0.0	0.0	3129
HRH2	20	0	0	20	0	0.0	0.0	0.0	3130
SMG1	20	0	0	20	0	0.0	0.0	0.0	3131
B4GALNT1	20	0	0	20	0	0.0	0.0	0.0	3132
CHCHD10	20	0	0	20	0	0.0	0.0	0.0	3133
ZFP2	20	0	0	20	0	0.0	0.0	0.0	3134
CALM1	20	0	0	20	0	0.0	0.0	0.0	3135
ZSWIM5	20	0	0	20	0	0.0	0.0	0.0	3136
FBN3	20	0	0	20	0	0.0	0.0	0.0	3137
DIP2B	20	0	0	20	0	0.0	0.0	0.0	3138
FDFT1	20	0	0	20	0	0.0	0.0	0.0	3139
MAN1A2	20	0	0	20	0	0.0	0.0	0.0	3140
ADD2	20	0	0	20	0	0.0	0.0	0.0	3141
MFSD11	20	0	0	20	0	0.0	0.0	0.0	3142
ZMYND8	20	0	0	20	0	0.0	0.0	0.0	3143
SHFL	20	0	0	20	0	0.0	0.0	0.0	3144
MRTFA	20	0	0	20	0	0.0	0.0	0.0	3145
MAOA	20	0	0	20	0	0.0	0.0	0.0	3146
ABHD2	20	0	0	20	0	0.0	0.0	0.0	3147
GALNT12	20	0	0	20	0	0.0	0.0	0.0	3148
KANK2	20	0	0	20	0	0.0	0.0	0.0	3149
TTC33	20	0	0	20	0	0.0	0.0	0.0	3150
AGPAT5	20	0	0	20	0	0.0	0.0	0.0	3151
HLTF	20	0	0	20	0	0.0	0.0	0.0	3152
WFDC2	20	0	0	20	0	0.0	0.0	0.0	3153
PPARD	20	0	0	20	0	0.0	0.0	0.0	3154
LAMA5	20	0	0	20	0	0.0	0.0	0.0	3155
PLEC	20	0	0	20	0	0.0	0.0	0.0	3156
TMEM165	20	0	0	20	0	0.0	0.0	0.0	3157
SCML4	20	0	0	20	0	0.0	0.0	0.0	3158
JADE2	20	0	0	20	0	0.0	0.0	0.0	3159
MSH5	20	0	0	20	0	0.0	0.0	0.0	3160
EPHB4	20	0	0	20	0	0.0	0.0	0.0	3161
C5	20	0	0	20	0	0.0	0.0	0.0	3162
CPED1	20	0	0	20	0	0.0	0.0	0.0	3163
CLNS1A	20	0	0	20	0	0.0	0.0	0.0	3164
SGO1	20	0	0	20	0	0.0	0.0	0.0	3165
ROCK1	20	0	0	20	0	0.0	0.0	0.0	3166
COL4A2	20	0	0	20	0	0.0	0.0	0.0	3167
SGPP2	20	0	0	20	0	0.0	0.0	0.0	3168
ZFYVE16	16	0	0	16	0	0.0	0.0	0.0	3169
ANKHD1	20	0	0	20	0	0.0	0.0	0.0	3170
CELF3	20	0	0	20	0	0.0	0.0	0.0	3171
YWHAG	20	0	0	20	0	0.0	0.0	0.0	3172
ATP2B3	20	0	0	20	0	0.0	0.0	0.0	3173
MAFB	20	0	0	20	0	0.0	0.0	0.0	3174
EP300	20	0	0	20	0	0.0	0.0	0.0	3175
FAM13C	20	0	0	20	0	0.0	0.0	0.0	3176
RIC8B	20	0	0	20	0	0.0	0.0	0.0	3177
NT5DC1	20	0	0	20	0	0.0	0.0	0.0	3178
HUNK	20	0	0	20	0	0.0	0.0	0.0	3179
FOXK1	20	0	0	20	0	0.0	0.0	0.0	3180
SLC12A8	20	0	0	20	0	0.0	0.0	0.0	3181
SCLT1	20	0	0	20	0	0.0	0.0	0.0	3182
SORBS1	20	0	0	20	0	0.0	0.0	0.0	3183
MTMR4	20	0	0	20	0	0.0	0.0	0.0	3184
VSTM5	15	0	0	15	0	0.0	0.0	0.0	3185
CAMSAP3	20	0	0	20	0	0.0	0.0	0.0	3186
LRRC40	20	0	0	20	0	0.0	0.0	0.0	3187
SETD2	20	0	0	20	0	0.0	0.0	0.0	3188
NSMAF	20	0	0	20	0	0.0	0.0	0.0	3189
MYO3B	20	0	0	20	0	0.0	0.0	0.0	3190
KIAA0930	20	0	0	20	0	0.0	0.0	0.0	3191
CBLB	20	0	0	20	0	0.0	0.0	0.0	3192
RPS2	20	0	0	20	0	0.0	0.0	0.0	3193
SH3BGRL2	20	0	0	20	0	0.0	0.0	0.0	3194
PHIP	20	0	0	20	0	0.0	0.0	0.0	3195
SOX21	20	0	0	20	0	0.0	0.0	0.0	3196
SULT1A1	14	0	0	14	0	0.0	0.0	0.0	3197
DLGAP4	20	0	0	20	0	0.0	0.0	0.0	3198
FLVCR2	20	0	0	20	0	0.0	0.0	0.0	3199
SIMC1	20	0	0	20	0	0.0	0.0	0.0	3200
DSC2	20	0	0	20	0	0.0	0.0	0.0	3201
USP14	20	0	0	20	0	0.0	0.0	0.0	3202
IGSF10	19	0	0	19	0	0.0	0.0	0.0	3203
CD69	13	0	0	13	0	0.0	0.0	0.0	3204
WNK2	20	0	0	20	0	0.0	0.0	0.0	3205
HACD2	20	0	0	20	0	0.0	0.0	0.0	3206
PKD2	20	0	0	20	0	0.0	0.0	0.0	3207
DLD	20	0	0	20	0	0.0	0.0	0.0	3208
XRCC4	20	0	0	20	0	0.0	0.0	0.0	3209
USP13	20	0	0	20	0	0.0	0.0	0.0	3210
MAGED1	13	0	0	13	0	0.0	0.0	0.0	3211
CHD6	20	0	0	20	0	0.0	0.0	0.0	3212
APC	20	0	0	20	0	0.0	0.0	0.0	3213
TES	19	0	0	19	0	0.0	0.0	0.0	3214
G3BP2	17	0	0	17	0	0.0	0.0	0.0	3215
LRATD1	20	0	0	20	0	0.0	0.0	0.0	3216
SYCP2	20	0	0	20	0	0.0	0.0	0.0	3217
EIF4A2	20	0	0	20	0	0.0	0.0	0.0	3218
ABCG2	20	0	0	20	0	0.0	0.0	0.0	3219
PCP4L1	20	0	0	20	0	0.0	0.0	0.0	3220
STRADB	12	0	0	12	0	0.0	0.0	0.0	3221
ATXN7L1	20	0	0	20	0	0.0	0.0	0.0	3222
INHBA	20	0	0	20	0	0.0	0.0	0.0	3223
ANO3	20	0	0	20	0	0.0	0.0	0.0	3224
DMKN	20	0	0	20	0	0.0	0.0	0.0	3225
B4GALNT3	20	0	0	20	0	0.0	0.0	0.0	3226
LPIN2	20	0	0	20	0	0.0	0.0	0.0	3227
R3HDM2	20	0	0	20	0	0.0	0.0	0.0	3228
ATF2	20	0	0	20	0	0.0	0.0	0.0	3229
EYA1	20	0	0	20	0	0.0	0.0	0.0	3230
WAC	20	0	0	20	0	0.0	0.0	0.0	3231
L1CAM	20	0	0	20	0	0.0	0.0	0.0	3232
WNK1	20	0	0	20	0	0.0	0.0	0.0	3233
PIGL	20	0	0	20	0	0.0	0.0	0.0	3234
SLC39A6	13	0	0	13	0	0.0	0.0	0.0	3235
AKR1E2	20	0	0	20	0	0.0	0.0	0.0	3236
COG5	20	0	0	20	0	0.0	0.0	0.0	3237
REEP5	20	0	0	20	0	0.0	0.0	0.0	3238
DCAF6	20	0	0	20	0	0.0	0.0	0.0	3239
QPRT	20	0	0	20	0	0.0	0.0	0.0	3240
MPZL1	20	0	0	20	0	0.0	0.0	0.0	3241
ENDOD1	20	0	0	20	0	0.0	0.0	0.0	3242
GADL1	20	0	0	20	0	0.0	0.0	0.0	3243
EFNB2	20	0	0	20	0	0.0	0.0	0.0	3244
EGFL6	20	0	0	20	0	0.0	0.0	0.0	3245
SHLD2	20	0	0	20	0	0.0	0.0	0.0	3246
UBAC2	20	0	0	20	0	0.0	0.0	0.0	3247
CCNY	20	0	0	20	0	0.0	0.0	0.0	3248
TRAK2	13	0	0	13	0	0.0	0.0	0.0	3249
NINL	20	0	0	20	0	0.0	0.0	0.0	3250
ERICH3	20	0	0	20	0	0.0	0.0	0.0	3251
BUB1	18	0	0	18	0	0.0	0.0	0.0	3252
SP140L	10	0	0	10	0	0.0	0.0	0.0	3253
TBL1X	20	0	0	20	0	0.0	0.0	0.0	3254
NUP210	20	0	0	20	0	0.0	0.0	0.0	3255
MBD2	20	0	0	20	0	0.0	0.0	0.0	3256
OBSCN	20	0	0	20	0	0.0	0.0	0.0	3257
ZSCAN5A	20	0	0	20	0	0.0	0.0	0.0	3258
FAM149A	20	0	0	20	0	0.0	0.0	0.0	3259
DKK2	20	0	0	20	0	0.0	0.0	0.0	3260
CFAP69	20	0	0	20	0	0.0	0.0	0.0	3261
UBE2Q2	20	0	0	20	0	0.0	0.0	0.0	3262
DYRK1A	20	0	0	20	0	0.0	0.0	0.0	3263
VTI1A	20	0	0	20	0	0.0	0.0	0.0	3264
CERT1	20	0	0	20	0	0.0	0.0	0.0	3265
VPS13D	20	0	0	20	0	0.0	0.0	0.0	3266
MGAT5	20	0	0	20	0	0.0	0.0	0.0	3267
PPP2R2D	20	0	0	20	0	0.0	0.0	0.0	3268
TET2	17	0	0	17	0	0.0	0.0	0.0	3269
CCPG1	20	0	0	20	0	0.0	0.0	0.0	3270
PPEF1	20	0	0	20	0	0.0	0.0	0.0	3271
EMID1	20	0	0	20	0	0.0	0.0	0.0	3272
GAS8	20	0	0	20	0	0.0	0.0	0.0	3273
SFXN1	20	0	0	20	0	0.0	0.0	0.0	3274
CPLANE1	17	0	0	17	0	0.0	0.0	0.0	3275
DDX60L	20	0	0	20	0	0.0	0.0	0.0	3276
XK	10	0	0	10	0	0.0	0.0	0.0	3277
NOCT	20	0	0	20	0	0.0	0.0	0.0	3278
TIAM2	20	0	0	20	0	0.0	0.0	0.0	3279
MYRFL	20	0	0	20	0	0.0	0.0	0.0	3280
AATK	20	0	0	20	0	0.0	0.0	0.0	3281
CUEDC1	20	0	0	20	0	0.0	0.0	0.0	3282
BTNL9	16	0	0	16	0	0.0	0.0	0.0	3283
ARNT2	20	0	0	20	0	0.0	0.0	0.0	3284
ESPL1	20	0	0	20	0	0.0	0.0	0.0	3285
TET1	20	0	0	20	0	0.0	0.0	0.0	3286
GLRX3	20	0	0	20	0	0.0	0.0	0.0	3287
MPP3	20	0	0	20	0	0.0	0.0	0.0	3288
PHGDH	20	0	0	20	0	0.0	0.0	0.0	3289
IFNLR1	20	0	0	20	0	0.0	0.0	0.0	3290
CLIC5	20	0	0	20	0	0.0	0.0	0.0	3291
C2orf72	20	0	0	20	0	0.0	0.0	0.0	3292
SYCE1	7	0	0	7	0	0.0	0.0	0.0	3293
MTMR3	20	0	0	20	0	0.0	0.0	0.0	3294
TM7SF3	20	0	0	20	0	0.0	0.0	0.0	3295
C21orf58	20	0	0	20	0	0.0	0.0	0.0	3296
VRK2	20	0	0	20	0	0.0	0.0	0.0	3297
GYPB	6	0	0	6	0	0.0	0.0	0.0	3298
WWP1	20	0	0	20	0	0.0	0.0	0.0	3299
